abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit Pok¨¦mon,83,1250000,2,99,Tropius¥È¥í¥Ô¥¦¥¹,Tropius,50,357,72,87,51,grass,flying,100,3,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime Pok¨¦mon,80,800000,0.6,75,Chirean¥Á¥ê©`¥ó,Chimecho,50,358,95,90,65,psychic,,1,3,0
"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster Pok¨¦mon,60,1059860,1.2,65,Absol¥¢¥Ö¥½¥ë,Absol,50,359,115,60,115,dark,,47,3,0
"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,Bright Pok¨¦mon,48,1000000,0.6,95,Sohnano¥½©`¥Ê¥Î,Wynaut,50,360,23,48,23,psychic,,14,3,0
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat Pok¨¦mon,50,1000000,0.7,50,Yukiwarashi¥æ¥­¥ï¥é¥·,Snorunt,50,361,50,50,50,ice,,16.8,3,0
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pok¨¦mon,80,1000000,1.5,80,Onigohri¥ª¥Ë¥´©`¥ê,Glalie,50,362,120,80,100,ice,,256.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,Clap Pok¨¦mon,50,1059860,0.8,70,Tamazarashi¥¿¥Þ¥¶¥é¥·,Spheal,50,363,55,50,25,ice,water,39.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll Pok¨¦mon,70,1059860,1.1,90,Todoggler¥È¥É¥°¥é©`,Sealeo,50,364,75,70,45,ice,water,87.6,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break Pok¨¦mon,90,1059860,1.4,110,Todoseruga¥È¥É¥¼¥ë¥¬,Walrein,50,365,95,90,65,ice,water,150.6,3,0
"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve Pok¨¦mon,85,600000,0.4,35,Pearlulu¥Ñ©`¥ë¥ë,Clamperl,50,366,74,55,32,water,,52.5,3,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea Pok¨¦mon,105,600000,1.7,55,Huntail¥Ï¥ó¥Æ©`¥ë,Huntail,50,367,94,75,52,water,,27,3,0
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea Pok¨¦mon,105,600000,1.8,55,Sakurabyss¥µ¥¯¥é¥Ó¥¹,Gorebyss,50,368,114,75,52,water,,22.6,3,0
"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity Pok¨¦mon,130,1250000,1,100,Glanth¥¸©`¥é¥ó¥¹,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous Pok¨¦mon,55,800000,0.6,43,Lovecus¥é¥Ö¥«¥¹,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0
"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,Rock Head Pok¨¦mon,60,1250000,0.6,45,Tatsubay¥¿¥Ä¥Ù¥¤,Bagon,50,371,40,30,50,dragon,,42.1,3,0
"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance Pok¨¦mon,100,1250000,1.1,65,Komoruu¥³¥â¥ë©`,Shelgon,50,372,60,50,50,dragon,,110.5,3,0
"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,Dragon Pok¨¦mon,130,1250000,1.5,95,Bohmander¥Ü©`¥Þ¥ó¥À,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,Iron Ball Pok¨¦mon,80,1250000,0.6,40,Dumbber¥À¥ó¥Ð¥ë,Beldum,,374,35,60,30,steel,psychic,95.2,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw Pok¨¦mon,100,1250000,1.2,60,Metang¥á¥¿¥ó¥°,Metang,,375,55,80,50,steel,psychic,202.5,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg Pok¨¦mon,150,1250000,1.6,80,Metagross¥á¥¿¥°¥í¥¹,Metagross,,376,105,110,110,steel,psychic,550,3,0
"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak Pok¨¦mon,200,1250000,1.7,80,Regirock¥ì¥¸¥í¥Ã¥¯,Regirock,,377,50,100,50,rock,,230,3,1
"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg Pok¨¦mon,100,1250000,1.8,80,Regice¥ì¥¸¥¢¥¤¥¹,Regice,,378,100,200,50,ice,,175,3,1
"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron Pok¨¦mon,150,1250000,1.9,80,Registeel¥ì¥¸¥¹¥Á¥ë,Registeel,,379,75,150,50,steel,,205,3,1
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon Pok¨¦mon,120,1250000,1.4,80,Latias¥é¥Æ¥£¥¢¥¹,Latias,0,380,140,150,110,dragon,psychic,40,3,1
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon Pok¨¦mon,100,1250000,2,80,Latios¥é¥Æ¥£¥ª¥¹,Latios,100,381,160,120,110,dragon,psychic,60,3,1
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin Pok¨¦mon,90,1250000,4.5,100,Kyogre¥«¥¤¥ª©`¥¬,Kyogre,,382,180,160,90,water,,352,3,1
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent Pok¨¦mon,160,1250000,3.5,100,Groudon¥°¥é©`¥É¥ó,Groudon,,383,150,90,90,ground,,950,3,1
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High Pok¨¦mon,100,1250000,7,105,Rayquaza¥ì¥Ã¥¯¥¦¥¶,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish Pok¨¦mon,100,1250000,0.3,100,Jirachi¥¸¥é©`¥Á,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1
['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,DNA Pok¨¦mon,90,1250000,1.7,50,Deoxys¥Ç¥ª¥­¥·¥¹,Deoxys,,386,95,90,180,psychic,,60.8,3,1
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,Tiny Leaf Pok¨¦mon,64,1059860,0.4,55,Naetle¥Ê¥¨¥È¥ë,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove Pok¨¦mon,85,1059860,1.1,75,Hayashigame¥Ï¥ä¥·¥¬¥á,Grotle,88.1,388,55,65,36,grass,,97,4,0
"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,Continent Pok¨¦mon,105,1059860,2.2,95,Dodaitose¥É¥À¥¤¥È¥¹,Torterra,88.1,389,75,85,56,grass,ground,310,4,0
"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,45,Chimp Pok¨¦mon,44,1059860,0.5,44,Hikozaru¥Ò¥³¥¶¥ë,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,Playful Pok¨¦mon,52,1059860,0.9,64,Moukazaru¥â¥¦¥«¥¶¥ë,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,Flame Pok¨¦mon,71,1059860,1.2,76,Goukazaru¥´¥¦¥«¥¶¥ë,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,Penguin Pok¨¦mon,53,1059860,0.4,53,Pochama¥Ý¥Ã¥Á¥ã¥Þ,Piplup,88.1,393,61,56,40,water,,5.2,4,0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,Penguin Pok¨¦mon,68,1059860,0.8,64,Pottaishi¥Ý¥Ã¥¿¥¤¥·,Prinplup,88.1,394,81,76,50,water,,23,4,0
"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor Pok¨¦mon,88,1059860,1.7,84,Emperte¥¨¥ó¥Ú¥ë¥È,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0
"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,245,255,Starling Pok¨¦mon,30,1059860,0.3,40,Mukkuru¥à¥Ã¥¯¥ë,Starly,50,396,30,30,60,normal,flying,2,4,0
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,Starling Pok¨¦mon,50,1059860,0.6,55,Mukubird¥à¥¯¥Ð©`¥É,Staravia,50,397,40,40,80,normal,flying,15.5,4,0
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Predator Pok¨¦mon,70,1059860,1.2,85,Mukuhawk¥à¥¯¥Û©`¥¯,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,Plump Mouse Pok¨¦mon,40,1000000,0.5,59,Bippa¥Ó¥Ã¥Ñ,Bidoof,50,399,35,40,31,normal,,20,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,Beaver Pok¨¦mon,60,1000000,1,79,Beadaru¥Ó©`¥À¥ë,Bibarel,50,400,55,60,71,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,Cricket Pok¨¦mon,41,1059860,0.3,37,Korobohshi¥³¥í¥Ü©`¥·,Kricketot,50,401,25,41,25,bug,,2.2,4,0
"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,Cricket Pok¨¦mon,51,1059860,1,77,Korotock¥³¥í¥È¥Ã¥¯,Kricketune,50,402,55,51,65,bug,,25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,Flash Pok¨¦mon,34,1059860,0.5,45,Kolink¥³¥ê¥ó¥¯,Shinx,50,403,40,34,45,electric,,9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,Spark Pok¨¦mon,49,1059860,0.9,60,Luxio¥ë¥¯¥·¥ª,Luxio,50,404,60,49,60,electric,,30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes Pok¨¦mon,79,1059860,1.4,80,Rentorar¥ì¥ó¥È¥é©`,Luxray,50,405,95,79,70,electric,,42,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,Bud Pok¨¦mon,35,1059860,0.2,40,Subomie¥¹¥Ü¥ß©`,Budew,50,406,50,70,55,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,Bouquet Pok¨¦mon,65,1059860,0.9,60,Roserade¥í¥º¥ì¥¤¥É,Roserade,50,407,125,105,90,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,Head Butt Pok¨¦mon,40,600000,0.9,67,Zugaidos¥º¥¬¥¤¥É¥¹,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt Pok¨¦mon,60,600000,1.6,97,Rampald¥é¥à¥Ñ¥ë¥É,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,Shield Pok¨¦mon,118,600000,0.5,30,Tatetops¥¿¥Æ¥È¥×¥¹,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,Shield Pok¨¦mon,168,600000,1.3,60,Torideps¥È¥ê¥Ç¥×¥¹,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,Bagworm Pok¨¦mon,45,1000000,0.2,40,Minomucchi¥ß¥Î¥à¥Ã¥Á,Burmy,50,412,29,45,36,bug,,3.4,4,0
"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,Bagworm Pok¨¦mon,95,1000000,0.5,60,Minomadam (kusaki No Mino)¥ß¥Î¥Þ¥À¥à,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth Pok¨¦mon,50,1000000,0.9,70,Gamale¥¬©`¥á¥¤¥ë,Mothim,100,414,94,50,66,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,Tiny Bee Pok¨¦mon,42,1059860,0.3,30,Mitsuhoney¥ß¥Ä¥Ï¥Ë©`,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,Beehive Pok¨¦mon,102,1059860,1.2,70,Beequen¥Ó©`¥¯¥¤¥ó,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0
"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel Pok¨¦mon,70,1000000,0.4,60,Pachirisu¥Ñ¥Á¥ê¥¹,Pachirisu,50,417,45,90,95,electric,,3.9,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,Sea Weasel Pok¨¦mon,35,1000000,0.7,55,Buoysel¥Ö¥¤¥¼¥ë,Buizel,50,418,60,30,85,water,,29.5,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel Pok¨¦mon,55,1000000,1.1,85,Floazel¥Õ¥í©`¥¼¥ë,Floatzel,50,419,85,50,115,water,,33.5,4,0
['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,Cherry Pok¨¦mon,45,1000000,0.4,45,Cherinbo¥Á¥§¥ê¥ó¥Ü,Cherubi,50,420,62,53,35,grass,,3.3,4,0
['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,Blossom Pok¨¦mon,70,1000000,0.5,70,Cherrim¥Á¥§¥ê¥à,Cherrim,50,421,87,78,85,grass,,9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,Sea Slug Pok¨¦mon,48,1000000,0.3,76,Karanakushi¥«¥é¥Ê¥¯¥·,Shellos,50,422,57,62,34,water,,6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug Pok¨¦mon,68,1000000,0.9,111,Tritodon¥È¥ê¥È¥É¥ó,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,Long Tail Pok¨¦mon,66,800000,1.2,75,Eteboth¥¨¥Æ¥Ü©`¥¹,Ambipom,50,424,60,66,115,normal,,20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,Balloon Pok¨¦mon,34,1640000,0.4,90,Fuwante¥Õ¥ï¥ó¥Æ,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,Blimp Pok¨¦mon,44,1640000,1.2,150,Fuwaride¥Õ¥ï¥é¥¤¥É,Drifblim,50,426,90,54,80,ghost,flying,15,4,0
"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,Rabbit Pok¨¦mon,44,1000000,0.4,55,Mimirol¥ß¥ß¥í¥ë,Buneary,50,427,44,56,85,normal,,5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit Pok¨¦mon,94,1000000,1.2,65,Mimilop¥ß¥ß¥í¥Ã¥×,Lopunny,50,428,54,96,135,normal,,33.3,4,0
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical Pok¨¦mon,60,800000,0.9,60,Mumargi¥à¥¦¥Þ©`¥¸,Mismagius,50,429,105,105,105,ghost,,4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss Pok¨¦mon,52,1059860,0.9,100,Dongkarasu¥É¥ó¥«¥é¥¹,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,Catty Pok¨¦mon,42,800000,0.5,49,Nyarmar¥Ë¥ã¥ë¥Þ©`,Glameow,24.6,431,42,37,85,normal,,3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat Pok¨¦mon,64,800000,1,71,Bunyatto¥Ö¥Ë¥ã¥Ã¥È,Purugly,24.6,432,64,59,112,normal,,43.8,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,Bell Pok¨¦mon,50,800000,0.2,45,Lisyan¥ê©`¥·¥ã¥ó,Chingling,50,433,65,50,45,psychic,,0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,Skunk Pok¨¦mon,47,1000000,0.4,63,Skunpuu¥¹¥«¥ó¥×©`,Stunky,50,434,41,41,74,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,Skunk Pok¨¦mon,67,1000000,1,103,Skutank¥¹¥«¥¿¥ó¥¯,Skuntank,50,435,71,61,84,poison,dark,38,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,Bronze Pok¨¦mon,86,1000000,0.5,57,Dohmirror¥É©`¥ß¥é©`,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,Bronze Bell Pok¨¦mon,116,1000000,1.3,67,Dohtakun¥É©`¥¿¥¯¥ó,Bronzong,,437,79,116,33,steel,psychic,187,4,0
"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,Bonsai Pok¨¦mon,95,1000000,0.5,50,Usohachi¥¦¥½¥Ï¥Á,Bonsly,50,438,10,45,10,rock,,15,4,0
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime Pok¨¦mon,45,1000000,0.6,20,Manene¥Þ¥Í¥Í,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,Playhouse Pok¨¦mon,5,800000,0.6,100,Pinpuku¥Ô¥ó¥×¥¯,Happiny,0,440,15,65,30,normal,,24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,Music Note Pok¨¦mon,45,1059860,0.5,76,Perap¥Ú¥é¥Ã¥×,Chatot,50,441,92,42,91,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,Forbidden Pok¨¦mon,108,1000000,1,50,Mikaruge¥ß¥«¥ë¥²,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,Land Shark Pok¨¦mon,45,1250000,0.7,58,Fukamaru¥Õ¥«¥Þ¥ë,Gible,50,443,40,45,42,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,Cave Pok¨¦mon,65,1250000,1.4,68,Gabite¥¬¥Ð¥¤¥È,Gabite,50,444,50,55,82,dragon,ground,56,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach Pok¨¦mon,115,1250000,1.9,108,Gaburias¥¬¥Ö¥ê¥¢¥¹,Garchomp,50,445,120,95,92,dragon,ground,95,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater Pok¨¦mon,40,1250000,0.6,135,Gonbe¥´¥ó¥Ù,Munchlax,88.1,446,40,85,5,normal,,105,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,Emanation Pok¨¦mon,40,1059860,0.7,40,Riolu¥ê¥ª¥ë,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0
